Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,41916.1319732666,1,1,70,106,70,70,70.0,0.0,106,106,106.0,0.0,4198.860718165737,47.71432634279246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23.85716317139623,23.85716317139623,70,106,88.0,18.0,324.0,0,0,0,0,0,0,0,0,1.0,88.0,70.0,106.0,0,0,0,0,0,0,0,1,70,1,106,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,36657.094955444336,14,18,5679,10784,1292,73,405.64285714285717,472.58553377636724,1292,64,599.1111111111111,543.7660739783943,449108.1472770909,872.955154763221,2317.206064860026,4021.8058909382294,18355.369567871094,0.0,34858.70361328125,2681.438739483173,4650.020292735453,18355.369567871094,0.0,34657.47833251953,2038.6751960305608,3439.4700689198844,15346.527099609375,0.0,0,0,0,0,0,0,381.9178802089092,491.03727455431186,64,1292,514.46875,522.7256680357657,273242.1240234375,0,0,0,0,0,0,0,0,1.2857142857142858,514.46875,405.64285714285717,599.1111111111111,0,0,0,0,0,0,0,14,5679,18,10784,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,45059428.453445435,7,7,2281,5542,1870,54,325.85714285714283,630.8874539819576,2878,54,791.7142857142857,995.286278168349,173.61516265308555,0.3107007896130893,7509195.2085494995,16764759.454369219,45024119.13871765,0.0,45052932.024002075,7508822.004000346,16752492.254574092,44968506.33621216,0.0,45057410.47859192,7509568.413098653,16777017.676202046,45024119.13871765,998.0201721191406,2,2,0,0,2043,5304,0.15535039480654464,0.15535039480654464,54,2878,558.7857142857143,865.1951207321824,748562.5969387757,0,2,0,4,13,0,0,0,1.0,558.7857142857143,325.85714285714283,791.7142857142857,2043,0,0,0,0,0,0,7,2281,7,5542,65535,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
443,33088112.115859985,29,40,7852,99240,1810,54,270.7586206896552,383.4221276125376,30546,54,2481.0,5494.214793762617,3236.5702710692894,2.0853410964757497,987545.1095068633,5011490.550362176,29496968.507766724,0.0,33088112.115859985,1181718.2898521423,5453588.72373657,29443428.03955078,0.0,33077410.221099854,848138.723617945,4663354.834248961,29496968.507766724,0.0,15,19,0,0,6866,97880,0.8764477072144455,1.208893389261304,54,30546,1552.0579710144928,4330.28876730335,18751400.80823357,0,2,0,34,68,0,0,0,1.3793103448275863,1552.0579710144928,270.7586206896552,2481.0,6866,0,0,0,0,0,0,29,7852,40,99240,65535,65535,15,20,0,0,0,0,0,0,0,0,BENIGN
443,36020217.65708923,45,52,8267,51956,1588,54,183.7111111111111,283.9358786942512,12766,58,999.1538461538462,2217.2000047236934,1671.9221569763988,2.69293208951249,747697.431162784,4243961.973698029,29689635.515213013,0.0,36020217.65708923,818641.3103883917,4416947.910774127,29689635.515213013,0.0,35011038.303375244,686490.9471250048,4087853.5443163947,29518433.332443237,0.0,25,24,0,0,6737,49980,1.2492983920418768,1.4436336974706132,54,12766,620.8556701030927,1684.678108626198,2838140.329684344,3,2,0,49,96,0,0,0,1.1555555555555554,620.8556701030927,183.7111111111111,999.1538461538462,6737,0,0,0,0,0,0,45,8267,52,51956,65535,65535,25,20,0,0,0,0,0,0,0,0,BENIGN
443,33109686.613082886,37,41,7457,36295,1588,54,201.54054054054055,307.9635459819261,8526,54,885.2439024390244,1805.2200160549016,1321.425977578173,2.355806048891422,871222.994829479,4747114.440623694,29667701.482772827,0.0,33109686.613082886,919713.5170300802,4871735.994973704,29656474.113464355,0.0,33103260.99395752,827581.524848938,4631655.239079979,29667701.482772827,0.0,22,18,0,0,6199,34813,1.1174977411408027,1.2383083077506192,54,8526,560.9230769230769,1369.1286651645082,1874513.301775148,2,2,0,40,77,0,0,0,1.1081081081081081,560.9230769230769,201.54054054054055,885.2439024390244,6199,0,0,0,0,0,0,37,7457,41,36295,65535,65535,22,20,0,0,0,0,0,0,0,0,BENIGN
443,4121209.3830108643,9,13,1958,7676,653,54,217.55555555555554,236.6000427872184,2958,54,590.4615384615385,842.5115945684358,2337.6633178879188,5.338238840931515,411604.89320755005,1198152.7956809157,4008200.6454467773,505.4473876953125,4121209.3830108643,515151.17287635803,1318530.1944831926,4003144.7410583496,505.4473876953125,4110888.4811401367,342574.0400950114,1105300.4751878353,4008200.6454467773,514.984130859375,3,5,0,0,1652,7234,2.1838249803810745,3.1544138605504406,54,2958,437.90909090909093,689.8976148735873,475958.71900826454,2,2,0,8,21,0,0,0,1.4444444444444444,437.90909090909093,217.55555555555554,590.4615384615385,1652,0,0,0,0,0,0,9,1958,13,7676,65535,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
443,4111868.143081665,9,13,1958,7697,653,54,217.55555555555554,236.6000427872184,2958,54,592.0769230769231,796.7817442242224,2348.081131017008,5.35036611935517,410668.9214706421,1088145.8178947335,3660377.264022827,0.0,4111868.143081665,513983.51788520813,1194806.6028544982,3655323.7438201904,1009.4642639160156,4101510.2863311768,341792.5238609314,1004921.4368052022,3660377.264022827,0.0,3,6,0,0,1652,7255,2.188786139736206,3.1615799796189643,54,2958,438.8636363636364,657.2315418380168,431953.2995867769,2,2,0,9,21,0,0,0,1.4444444444444444,438.8636363636364,217.55555555555554,592.0769230769231,1652,0,0,0,0,0,0,9,1958,13,7697,65535,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
53,8540.39192199707,1,1,70,146,70,70,70.0,0.0,146,146,146.0,0.0,25291.579352893554,234.18129030456996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,117.09064515228498,117.09064515228498,70,146,108.0,38.0,1444.0,0,0,0,0,0,0,0,0,1.0,108.0,70.0,146.0,0,0,0,0,0,0,0,1,70,1,146,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,10085.344314575195,1,1,70,106,70,70,70.0,0.0,106,106,106.0,0.0,17451.065081203753,198.30755774095175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,99.15377887047588,99.15377887047588,70,106,88.0,18.0,324.0,0,0,0,0,0,0,0,0,1.0,88.0,70.0,106.0,0,0,0,0,0,0,0,1,70,1,106,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,54879.90379333496,11,14,3768,5850,1292,73,342.54545454545456,453.8893264455082,1292,64,417.85714285714283,440.2232967715454,175255.4092700156,455.5401571792878,4212.514213893724,7264.735848977562,29941.320419311523,0.0,46025.753021240234,4602.575302124023,8736.08345690207,29941.320419311523,0.0,50862.07389831543,3912.467222947341,5870.221560695276,20463.70506286621,0.0,0,0,0,0,0,0,200.43766915888662,255.10248802040115,64,1292,384.72,447.85091447936105,200570.4416,0,0,0,0,0,0,0,0,1.2727272727272727,384.72,342.54545454545456,417.85714285714283,0,0,0,0,0,0,0,11,3768,14,5850,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,240409.13581848145,12,15,6310,8077,1292,73,525.8333333333334,550.2058453181156,1292,64,538.4666666666667,516.794203613865,59843.815631294325,112.30854396642432,18659.81101989746,51332.58244889346,192136.04927062988,0.0,234435.7967376709,21312.34515797008,54207.67345374347,191309.21363830566,0.0,232059.47875976562,16575.677054268974,48854.34191521548,192136.04927062988,0.0,0,0,0,0,0,0,49.91490842952192,62.3936355369024,64,1292,532.8518518518518,531.9400344722594,282960.2002743485,0,0,0,0,0,0,0,0,1.25,532.8518518518518,525.8333333333334,538.4666666666667,0,0,0,0,0,0,0,12,6310,15,8077,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,29824.495315551758,1,1,117,262,117,117,117.0,0.0,262,262,262.0,0.0,12707.675217638078,67.0589721247392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,33.5294860623696,33.5294860623696,117,262,189.5,72.5,5256.25,0,0,0,0,0,0,0,0,1.0,189.5,117.0,262.0,0,0,0,0,0,0,0,1,117,1,262,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,5122.661590576172,1,1,117,194,117,117,117.0,0.0,194,194,194.0,0.0,60710.627571441866,390.42204226007635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,195.21102113003818,195.21102113003818,117,194,155.5,38.5,1482.25,0,0,0,0,0,0,0,0,1.0,155.5,117.0,194.0,0,0,0,0,0,0,0,1,117,1,194,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,329781.53228759766,11,14,6178,7375,1292,73,561.6363636363636,562.7205462955307,1292,64,526.7857142857143,534.4834861235429,41096.904080670676,75.80776226789396,27763.00388833751,66801.0806690531,248288.15460205078,0.0,319049.3583679199,31904.935836791992,72490.00430869189,248288.15460205078,0.0,319499.7310638428,24576.902389526367,61882.83675403149,234654.42657470703,0.0,0,0,0,0,0,0,33.355415397873344,42.45234687002062,64,1292,542.12,547.3608184735184,299603.86559999996,0,0,0,0,0,0,0,0,1.2727272727272727,542.12,561.6363636363636,526.7857142857143,0,0,0,0,0,0,0,11,6178,14,7375,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,5268946.886062622,12,13,1933,3075,743,54,161.08333333333334,236.9365098971077,1470,54,236.53846153846155,388.05781000428976,950.4745650875933,4.744781175557075,454123.10310032056,457632.9573936642,1021101.713180542,506.1626434326172,5268946.886062622,478995.17146023834,454878.7621732931,1021101.713180542,1006.6032409667969,5175884.485244751,431323.70710372925,458960.61076210026,1020646.8105316162,506.1626434326172,2,4,0,0,1525,2593,2.277494964267396,2.467286211289679,54,1470,200.32,326.60982471444424,106673.9776,2,2,0,6,24,0,0,0,1.0833333333333333,200.32,161.08333333333334,236.53846153846155,1525,0,0,0,0,0,0,12,1933,13,3075,65535,65535,6,20,0,0,0,0,0,0,0,0,BENIGN
443,6167457.580566406,11,12,5753,2164,4631,54,523.0,1309.0545512627875,1236,54,180.33333333333334,323.6876924169688,1283.6731986526156,3.729251429709506,536955.8220817929,494268.264670861,1057496.5476989746,0.0,6167457.580566406,616745.7580566406,483761.73166367866,1057496.5476989746,576.019287109375,5108614.683151245,464419.5166501132,492537.7997457344,1024768.8293457031,0.0,2,3,0,0,5379,1724,1.7835550316001985,1.9456963981093074,54,4631,344.2173913043478,950.5384724058408,903523.3875236295,2,2,0,5,22,0,0,0,1.0909090909090908,344.2173913043478,523.0,180.33333333333334,5379,0,0,0,0,0,0,11,5753,12,2164,65535,65535,6,20,0,0,0,0,0,0,0,0,BENIGN
443,15117316.722869873,8,9,2459,5730,1564,54,307.375,494.0685523032204,4290,54,636.6666666666666,1321.45012938228,541.696661525353,1.1245381909794847,2015179.3003082275,5098489.098988848,15016031.503677368,0.0,15113760.709762573,2159108.6728232247,5246985.042234492,15011425.018310547,0.0,15113928.79486084,1889241.099357605,4961489.305894158,15016031.503677368,554.3231964111328,3,4,0,0,2187,5424,0.5291944428138752,0.5953437481656095,54,4290,481.70588235294116,1032.6479250084326,1066361.7370242216,0,2,0,7,16,0,0,0,1.125,481.70588235294116,307.375,636.6666666666666,2187,0,0,0,0,0,0,8,2459,9,5730,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
443,19416547.536849976,11,13,3361,9547,1579,54,305.54545454545456,457.00096750173367,4290,54,734.3846153846154,1164.2879988983389,664.7937783739548,1.2360590859137677,1764670.9355441006,4215483.032102463,14917328.119277954,0.0,19411524.057388306,1941152.4057388306,4383434.789151242,14912304.639816284,0.0,19411236.52458191,1617603.0437151592,4064383.1849417216,14917328.119277954,507.11631774902344,4,8,0,0,2987,9105,0.5665270810438102,0.6695320048699576,54,4290,537.8333333333334,935.7588127052588,875644.5555555556,0,2,0,12,23,0,0,0,1.1818181818181819,537.8333333333334,305.54545454545456,734.3846153846154,2987,0,0,0,0,0,0,11,3361,13,9547,65535,65535,5,20,0,0,0,0,0,0,0,0,BENIGN
443,2396306.037902832,10,9,2732,6485,1579,54,273.2,464.31235176333615,4290,54,720.5555555555555,1333.7828501514123,3846.3367592506734,7.9288703944627095,281721.5218263514,741431.5245490595,2340430.498123169,0.0,2396306.037902832,266256.22643364803,733391.4580649973,2340430.498123169,0.0,2392959.8331451416,299119.9791431427,749992.5407514742,2282814.0258789062,0.0,4,5,0,0,2392,6179,4.173089681296163,3.7557807131665464,54,4290,485.10526315789474,1003.0117748554178,1006032.6204986153,2,2,0,9,18,0,0,0,0.9,485.10526315789474,273.2,720.5555555555555,2392,0,0,0,0,0,0,10,2732,9,6485,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
443,15454506.158828735,8,8,2563,5274,1579,54,320.375,503.4498330270852,4290,54,659.25,1381.6483588453323,507.1012893882045,1.0352967500588584,2206913.0114146643,5207349.144189635,14962346.79222107,0.0,15445714.473724365,2206530.6391034806,5205833.568064377,14952546.5965271,0.0,15451067.686080933,2207295.3837258476,5208864.251272249,14962346.79222107,2459.0492248535156,3,4,0,0,2291,5002,0.5176483750294292,0.5176483750294292,54,4290,489.8125,1053.5255228724884,1109916.02734375,0,2,0,7,15,0,0,0,1.0,489.8125,320.375,659.25,2291,0,0,0,0,0,0,8,2563,8,5274,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
443,115348.81591796875,11,11,2493,11587,1589,54,226.63636363636363,432.69247377266015,8526,54,1053.3636363636363,2396.248555658588,122064.53865996428,190.7258416561942,9806.692600250244,14953.147074024919,61348.915100097656,0.0,88572.74055480957,8857.274055480957,17678.717050022704,61348.915100097656,0.0,107561.11145019531,10756.111145019531,11526.204368905355,31277.894973754883,0.0,6,7,0,0,2119,11213,95.3629208280971,95.3629208280971,54,8526,640.0,1770.729921401187,3135484.4545454546,0,2,0,13,21,0,0,0,1.0,640.0,226.63636363636363,1053.3636363636363,2119,0,0,0,0,0,0,11,2493,11,11587,65535,65535,6,20,0,0,0,0,0,0,0,0,BENIGN
443,810183.048248291,21,26,6538,10217,1292,73,311.3333333333333,408.1373873882752,1292,64,392.96153846153845,434.0508194962031,20680.51168958205,58.01158158223553,35624.35574001736,98410.0240572335,384011.98387145996,0.0,810183.048248291,40509.15241241455,103093.2045346634,384011.98387145996,0.0,792912.9600524902,31716.51840209961,94314.5368563966,381406.7840576172,0.0,0,0,0,0,0,0,25.92006836653077,32.091513215704765,64,1292,356.48936170212767,424.6126581501012,180295.90946129468,0,0,0,0,0,0,0,0,1.2380952380952381,356.48936170212767,311.3333333333333,392.96153846153845,0,0,0,0,0,0,0,21,6538,26,10217,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,1159902.3342132568,25,19,10892,8488,2009,54,435.68,581.174171483902,4410,54,446.7368421052632,961.6122887660167,16708.303301368163,37.93422834159955,45045.591536022366,89518.26491923323,277307.03353881836,0.0,934399.8432159424,38933.32680066427,82379.57999047988,267720.69931030273,0.0,957515.0012969971,53195.27784983317,97639.41519625108,277307.03353881836,0.0,16,8,0,0,10042,7842,21.55353883045429,16.38068951114526,54,4410,440.45454545454544,768.9229614604815,591242.5206611571,0,2,0,24,43,0,0,0,0.76,440.45454545454544,435.68,446.7368421052632,10042,0,0,0,0,0,0,25,10892,19,8488,65535,26883,18,20,0,0,0,0,0,0,0,0,BENIGN
443,617935.1806640625,5,7,2084,5417,1856,54,416.8,719.615008181458,2958,54,773.8571428571429,1025.7084560120843,12138.813640516582,19.419512556485664,83325.74367523193,92891.67618002427,213813.54331970215,0.0,428955.7933807373,107238.94834518433,92694.19260828746,213633.53729248047,606.7752838134766,404301.64337158203,67383.607228597,89542.8258292169,213813.54331970215,0.0,1,1,0,0,1914,5179,8.09146356520236,11.328048991283305,54,2958,625.0833333333334,927.6142749308872,860468.2430555555,2,2,1,2,11,0,0,0,1.4,625.0833333333334,416.8,773.8571428571429,1914,0,0,0,0,0,0,5,2084,7,5417,65535,26883,1,20,0,0,0,0,0,0,0,0,BENIGN
443,1211678.7433624268,14,16,15482,5904,10830,54,1105.857142857143,2759.404512808175,2958,54,369.0,755.1824282913368,17649.8928591035,24.759037958155105,73141.59188951764,98154.82505078065,291951.17950439453,0.0,1053374.5288848877,81028.80991422213,90812.07770840515,290303.70712280273,986.8144989013672,994590.0440216064,66306.00293477376,103615.93515126986,291951.17950439453,0.0,6,5,0,0,15006,5360,11.554217713805714,13.204820244349389,54,10830,712.8666666666667,1998.1598490166455,3992642.7822222235,0,2,0,11,29,0,0,0,1.1428571428571428,712.8666666666667,1105.857142857143,369.0,15006,0,0,0,0,0,0,14,15482,16,5904,65535,26883,8,20,0,0,0,0,0,0,0,0,BENIGN
443,3254150.867462158,1,3,66,198,66,66,66.0,0.0,66,66,66.0,0.0,81.12715444133292,1.2291993097171654,1518254.6377182007,496948.36139678955,2015202.9991149902,1021306.2763214111,0.0,0.0,0.0,0.0,0.0,3036509.2754364014,1518254.6377182007,496948.36139678955,2015202.9991149902,1021306.2763214111,0,0,0,0,32,96,0.30729982742929135,0.9218994822878741,66,66,66.0,0.0,0.0,0,4,0,0,3,0,0,0,3.0,66.0,66.0,66.0,32,0,0,0,0,0,0,1,66,3,198,65535,26883,0,32,0,0,0,0,0,0,0,0,BENIGN
443,3236011.505126953,1,3,66,198,66,66,66.0,0.0,66,66,66.0,0.0,81.58191019461252,1.2360895484032202,1516494.1549301147,493676.5432357788,2010170.6981658936,1022817.6116943359,0.0,0.0,0.0,0.0,0.0,3032988.3098602295,1516494.1549301147,493676.5432357788,2010170.6981658936,1022817.6116943359,0,0,0,0,32,96,0.30902238710080504,0.9270671613024151,66,66,66.0,0.0,0.0,0,4,0,0,3,0,0,0,3.0,66.0,66.0,66.0,32,0,0,0,0,0,0,1,66,3,198,65535,26883,0,32,0,0,0,0,0,0,0,0,BENIGN
443,1227186.679840088,12,12,6713,5542,1920,54,559.4166666666666,684.6789342863964,2958,54,461.8333333333333,837.9581168265843,9986.255719135514,19.55692674494103,89562.27519295433,114451.77205885727,285784.7213745117,0.0,963811.8743896484,87619.26130814986,108651.51200775644,285784.7213745117,0.0,1006558.1798553467,91505.28907775879,119940.46267769908,282978.5346984863,0.0,6,4,0,0,6305,5134,9.778463372470515,9.778463372470515,54,2958,510.625,766.7203864784519,587860.1510416666,0,2,0,10,23,0,0,0,1.0,510.625,559.4166666666666,461.8333333333333,6305,0,0,0,0,0,0,12,6713,12,5542,65535,26883,8,20,0,0,0,0,0,0,0,0,BENIGN
443,790930.2711486816,90,55,105323,9486,1292,73,1170.2555555555555,361.61764832519845,1296,69,172.47272727272727,304.69948560659833,145156.91735159018,183.32842386903968,10767.553236101057,51032.80644729181,352239.60876464844,0.0,756929.3975830078,8504.824691943908,44580.93370929339,317529.67834472656,0.0,782830.7151794434,14496.865095915618,59989.36105435963,352239.60876464844,0.0,0,0,0,0,0,0,113.79005619457635,69.53836767446333,69,1296,791.7862068965517,592.2608719976405,350772.94049940543,0,0,0,0,0,0,0,0,0.6111111111111112,791.7862068965517,1170.2555555555555,172.47272727272727,0,0,0,0,0,0,0,90,105323,55,9486,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,50017.595291137695,11,12,5065,7291,1292,73,460.45454545454544,514.1300443266653,1296,68,607.5833333333334,513.4767859623473,247033.06762508999,459.8381802668395,4166.489555722192,5349.981139956828,20621.061325073242,0.0,49018.62144470215,4901.862144470215,4745.827083490988,17617.70248413086,623.9414215087891,38477.65922546387,3497.969020496715,5764.433819732103,20621.061325073242,0.0,0,0,0,0,0,0,219.92260795370586,239.91557231313368,68,1296,537.2173913043479,519.0192219378978,269380.95274102077,0,0,0,0,0,0,0,0,1.0909090909090908,537.2173913043479,460.45454545454544,607.5833333333334,0,0,0,0,0,0,0,11,5065,12,7291,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,764804.1248321533,7,6,3014,10377,2150,54,430.57142857142856,717.9158042840514,8166,54,1729.5,2905.8353790261417,17509.058287229866,16.99781627466121,115716.63076227362,122827.79356831028,262728.6911010742,0.0,764804.1248321533,127467.35413869222,123002.87154838623,262728.6911010742,0.0,508078.81355285645,101615.76271057129,121121.7963442491,252972.36442565918,1012.8021240234375,3,3,0,0,2776,10173,9.152670301740653,7.845145972920559,54,8166,1030.076923076923,2143.363656338702,4594007.76331361,0,2,0,6,12,0,0,0,0.8571428571428571,1030.076923076923,430.57142857142856,1729.5,2776,0,0,0,0,0,0,7,3014,6,10377,65535,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
443,1218996.286392212,14,33,72450,9929,24387,54,5175.0,8315.389055411488,4410,54,300.8787878787879,882.6215688461675,67579.36912491509,38.55631106071947,48061.49270799425,87974.39259980051,273563.8618469238,0.0,1218996.286392212,93768.94510709323,109796.94014142232,273563.8618469238,506.40106201171875,943770.8854675293,29492.84017086029,69228.96182532278,234143.9723968506,0.0,5,3,0,0,71974,8807,11.484858613831332,27.071452446888138,54,24387,1752.7446808510638,5110.01153543306,26112217.89225894,0,2,0,8,46,0,0,0,2.357142857142857,1752.7446808510638,5175.0,300.8787878787879,71974,0,0,0,0,0,0,14,72450,33,9929,65535,65535,9,20,0,0,0,0,0,0,0,0,BENIGN
443,1202501.7738342285,9,6,2102,5322,856,54,233.55555555555554,259.8222089177782,4410,66,887.0,1583.3414034882053,6173.795466702936,12.473994073349145,165540.49345163198,112715.5578710276,304236.88888549805,0.0,1202501.7738342285,150312.72172927856,119025.07418037152,304236.88888549805,0.0,949524.6410369873,189904.92820739746,96957.10999539171,267682.7907562256,2522.9454040527344,4,4,0,0,1796,5118,7.484396444009486,4.989597629339658,54,4410,494.93333333333334,1070.4064939181853,1145770.062222222,0,2,0,8,14,0,0,0,0.6666666666666666,494.93333333333334,233.55555555555554,887.0,1796,0,0,0,0,0,0,9,2102,6,5322,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
1900,0.0,1,0,167,0,167,167,167.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,167,167,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.0,167.0,0.0,0,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,726890.8023834229,9,6,2824,7248,1182,54,313.77777777777777,379.550839158831,5862,54,1208.0,2092.067637529915,13856.276578235182,20.635836842089727,89399.88796527569,98298.71478443501,222528.21922302246,999.9275207519531,726890.8023834229,90861.35029792786,97294.33164355201,222528.21922302246,1000.4043579101562,435307.74116516113,87061.54823303223,99840.23574400577,211566.92504882812,999.9275207519531,4,3,0,0,2518,7044,12.381502105253835,8.25433473683589,54,5862,671.4666666666667,1424.445897728501,2029046.1155555553,0,2,0,7,14,0,0,0,0.6666666666666666,671.4666666666667,313.77777777777777,1208.0,2518,0,0,0,0,0,0,9,2824,6,7248,65535,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
443,1478484.6305847168,16,16,3286,5743,1588,54,205.375,369.80617811902493,2878,54,358.9375,733.287671104424,6106.928549151828,21.64378265288055,98265.50483703613,185877.43311054818,705402.8511047363,0.0,1478484.6305847168,98565.64203898112,186340.33726444017,705402.8511047363,0.0,1469480.5145263672,97965.36763509114,185412.88742433023,705160.1409912109,0.0,9,6,0,0,2742,5199,10.821891326440275,10.821891326440275,54,2878,282.15625,585.7721991832128,343129.0693359375,2,2,0,15,31,0,0,0,1.0,282.15625,205.375,358.9375,2742,0,0,0,0,0,0,16,3286,16,5743,65535,65535,9,20,0,0,0,0,0,0,0,0,BENIGN
